outcome,spec,control_rule,event_time,att,se,n_cohorts,total_treated_counties,total_treated_states
state_total_suicide_rate,ra,broad,3,-0.16759913525484735,0.1401327276451699,6,242,7
state_total_suicide_rate,ra,broad,4,-0.716332969089841,0.09317352153069461,5,160,6
state_total_suicide_rate,ra,broad,5,-0.5180018978466454,0.15029602261178526,4,127,5
state_total_suicide_rate,ra,strict,-5,0.13830236710760901,0.05142756617471448,7,266,8
state_total_suicide_rate,ra,strict,-4,0.35766035386964373,0.07271558212779261,7,266,8
state_total_suicide_rate,ra,strict,-3,-0.06653085011352541,0.049283808722185615,7,266,8
state_total_suicide_rate,ra,strict,-2,-0.05937664367829398,0.07357159108156419,7,266,8
state_total_suicide_rate,ra,strict,0,-0.05132788577883763,0.06825842631467424,7,266,8
state_total_suicide_rate,ra,strict,1,-0.5449456554923204,0.04576809400844181,7,266,8
state_total_suicide_rate,ra,strict,2,-0.5947417352190707,0.06378476315777835,7,266,8
state_total_suicide_rate,ra,strict,3,-0.21254106439348086,0.14219596396759196,6,242,7
