state,state_abbr,year,controls_source,median_hh_income_nominal,median_hh_income_real_2024,poverty_rate,share_white_nh,share_black_nh,share_hispanic,share_bachelors_plus,share_male,share_age_15_24,share_age_25_44
Alaska,AK,2021,acs1,77845,90118.92784378296,0.10486642139936297,0.5789008193286773,0.028778186175824685,0.07137017468911779,0.3279063113061701,0.5229085826828612,0.13118812894702003,0.29385005316150586
Alaska,AK,2022,acs1,88121,94466.5094140225,0.1098499987423036,0.574037293666838,0.028168591693100847,0.07700696444710414,0.30588817255293144,0.5257305580963572,0.132299957877977,0.2982770865737074
Alaska,AK,2023,acs1,86631,89188.44211084236,0.10365633491007287,0.5765987733942728,0.027646351406996943,0.07480167874274277,0.32235185020206847,0.5261137759985601,0.127642806303739,0.30267137165499053
Alaska,AK,2024,acs1,95665,95665.0,0.10166801027235026,0.5700461944001957,0.02405378492784405,0.07732258931840628,0.32754597087105664,0.5273390052868876,0.13195060887705318,0.29928269648833383
Arizona,AZ,2008,acs1,50958,74263.02234218373,0.14718370420672222,0.5818289647363611,0.03470980803608516,0.301406576433268,0.2510008832339864,0.5013236556526127,0.13426705106627818,0.27735431941884686
Arizona,AZ,2009,acs1,48745,71266.24048460915,0.16522268216203112,0.5712727141513859,0.03597119248100831,0.308022950438902,0.25557767456619,0.501392709093605,0.13458427497104966,0.2772074803002769
Arizona,AZ,2010,acs1,46789,67305.03266137137,0.17444664056195383,0.5774808040928401,0.038801559839450855,0.29762897979758135,0.2590059511550951,0.4974790827874607,0.14114096041044402,0.2624382633712608
Arizona,AZ,2011,acs1,46709,65144.639129094554,0.18993303662666583,0.5728248570575727,0.03861099991438495,0.300700886462872,0.26576555076755615,0.49803494173934304,0.14164061578047374,0.26091981417677274
Arizona,AZ,2012,acs1,47826,65347.72622614684,0.1866044457094706,0.5692392559117568,0.04031141776109735,0.3015454152173233,0.273471754464002,0.497567544678179,0.14077813239374937,0.2604046386108888
Arizona,AZ,2013,acs1,48510,65324.67802881928,0.18626284140764107,0.5659992177012005,0.03971268024260921,0.30258454380390376,0.2735357744323765,0.4977022990892497,0.1413015134101467,0.25862731912962017
Arizona,AZ,2014,acs1,50068,66350.843033465,0.18241194127394947,0.5611073278938196,0.03946692883768275,0.30549816355501996,0.27552518740028126,0.49661352533854347,0.14048893230675435,0.2577378182879139
