state_abbr,year,drug_overdose_per_100k
OK,2017,24.208266410063853
OK,2018,23.103211449148574
OK,2019,24.11547224769711
OK,2020,31.22023180486854
OK,2021,35.945844187417016
OR,2003,7.4892975919637506
OR,2004,7.876271958896898
OR,2005,8.482176168783257
OR,2006,9.693711160895075
OR,2007,10.056077605553059
OR,2008,10.098380528751193
OR,2009,10.179437803040488
OR,2010,10.485226196600282
OR,2011,11.220714820124194
OR,2012,11.197177530274848
OR,2013,11.790760988096665
OR,2014,12.53046593808214
OR,2015,13.860256253285398
OR,2016,16.703743218892665
OR,2017,18.313207002775787
OR,2018,17.471905279177573
OR,2019,18.23383228493239
OR,2020,23.602065462504246
OR,2021,27.195768734195997
PA,2003,12.88309481860024
PA,2004,13.55609122883584
PA,2005,14.598914455720848
PA,2006,16.669303496498905
PA,2007,17.270413123900575
PA,2008,17.324230840847633
PA,2009,17.452456624612825
PA,2010,17.975173371612808
PA,2011,19.233192685015325
PA,2012,19.194478666833266
PA,2013,20.213487441803455
PA,2014,21.481150448411054
PA,2015,23.764046742085394
PA,2016,28.659625845935572
PA,2017,31.451192666105964
PA,2018,30.007459419586397
PA,2019,31.323034785343378
PA,2020,40.52688279335762
PA,2021,46.738810122546525
RI,2003,12.404282498539214
RI,2004,13.067919388942087
RI,2005,14.10183881864304
RI,2006,16.1304457544662
RI,2007,16.730602033708024
RI,2008,16.797562564902655
RI,2009,16.91766031488754
RI,2010,17.426950365176598
RI,2011,18.651320090564976
RI,2012,18.613079212555206
RI,2013,19.606397435001327
RI,2014,20.84107678523934
RI,2015,23.066302483484503
RI,2016,27.81969845570496
RI,2017,30.527225998936167
RI,2018,29.159942740806045
RI,2019,30.454290425059394
RI,2020,39.44791610810453
RI,2021,45.50718080684733
SC,2003,9.111843838631309
SC,2004,9.604442153372148
SC,2005,10.370831848494783
SC,2006,11.87936439074846
SC,2007,12.33439520148466
SC,2008,12.392609924548399
SC,2009,12.494503347234954
SC,2010,12.872325334371956
SC,2011,13.784502258799334
SC,2012,13.764244498058604
SC,2013,14.510978505719851
SC,2014,15.440293541881697
SC,2015,17.110779111061138
SC,2016,20.67246640608128
SC,2017,22.723203407742673
SC,2018,21.73642255108803
SC,2019,22.73464412569396
SC,2020,29.496054887413667
SC,2021,34.141507110804795
SD,2003,3.625881946934056
SD,2004,3.8238190824718714
SD,2005,4.125646611329825
SD,2006,4.7219629369260305
SD,2007,4.898150948431261
SD,2008,4.9182045642979055
SD,2009,4.957103674688719
SD,2010,5.104867686422713
SD,2011,5.461246629531162
SD,2012,5.452867490642902
SD,2013,5.750476861872605
SD,2014,6.116979734661692
SD,2015,6.772777610157454
SD,2016,8.171301162646914
SD,2017,8.970240928145016
SD,2018,8.565450296968567
SD,2019,8.94941174988474
SD,2020,11.59901899197618
SD,2021,13.360421469125818
TN,2003,12.258429387830867
TN,2004,12.910838941033285
TN,2005,13.918727685001159
TN,2006,15.916513337027569
TN,2007,16.498301801064066
TN,2008,16.55789546715271
TN,2009,16.67616601043701
TN,2010,17.16917787824712
TN,2011,18.35959593578924
TN,2012,18.313459206394548
TN,2013,19.285525648230255
TN,2014,20.486675961319047
TN,2015,22.66226773479634
TN,2016,27.321299693442324
TN,2017,29.967564116048734
TN,2018,28.60026179319817
TN,2019,29.85173503370191
TN,2020,38.64946601964415
TN,2021,44.587691044188155
TX,2003,5.548448251387106
TX,2004,5.8370066278319
TX,2005,6.285044300837694
TX,2006,7.1795553912942776
TX,2007,7.434283144770202
TX,2008,7.449455745691139
TX,2009,7.498499094165129
TX,2010,7.716510411295251
TX,2011,8.247227652451674
TX,2012,8.226132578185885
TX,2013,8.662512789375658
TX,2014,9.202837144376097
TX,2015,10.177836532652584
TX,2016,12.26620678307322
TX,2017,13.450329490346833
TX,2018,12.830774596238394
TX,2019,13.385254177624471
TX,2020,17.317363806075313
TX,2021,19.958393894174336
UT,2003,10.16999710174028
UT,2004,10.7009143843553
UT,2005,11.523884070095075
UT,2006,13.166715005303887
UT,2007,13.634715270854038
UT,2008,13.667688034013148
UT,2009,13.759535927364885
UT,2010,14.160965384199306
UT,2011,15.13910345438055
UT,2012,15.103516106856482
UT,2013,15.89679685780156
UT,2014,16.878438360730446
UT,2015,18.656585788962825
UT,2016,22.472590931585245
UT,2017,24.636735929673858
UT,2018,23.504213397581672
UT,2019,24.523911226703145
UT,2020,31.719020955118637
UT,2021,36.511742860135264
VA,2003,7.305067050673567
VA,2004,7.678539413911305
VA,2005,8.262277723972414
VA,2006,9.446781167290984
VA,2007,9.77807501124113
VA,2008,9.789935427018792
VA,2009,9.831597250282208
VA,2010,10.100350408130385
VA,2011,10.767061135994021
VA,2012,10.720537136489039
VA,2013,11.273099461555857
VA,2014,11.962236994106137
VA,2015,13.212776777847056
VA,2016,15.907560100684856
VA,2017,17.421297271996224
VA,2018,16.617552009806225
VA,2019,17.330738093197077
VA,2020,22.429910246608983
VA,2021,25.881501666104313
VT,2003,8.88150047407333
VT,2004,9.353777296328557
VT,2005,10.085460431042394
VT,2006,11.536047890998761
VT,2007,11.958465975963982
VT,2008,11.996417778181883
VT,2009,12.08068483210284
VT,2010,12.438297088250945
VT,2011,13.29392637332449
VT,2012,13.254192936118312
VT,2013,13.954253674112636
VT,2014,14.821035673517205
VT,2015,16.38377769885428
VT,2016,19.751550858278637
VT,2017,21.660942569969226
VT,2018,20.669436895432476
VT,2019,21.56723140760457
VT,2020,27.922202175802564
VT,2021,32.34286642491132
WA,2003,8.534495086493292
WA,2004,8.990638441388038
WA,2005,9.697568991728867
WA,2006,11.096644415197073
WA,2007,11.510206285647781
WA,2008,11.548396320768042
WA,2009,11.628636354422232
WA,2010,11.97003008760302
WA,2011,12.795513314734473
WA,2012,12.76174651156126
WA,2013,13.442258704909039
WA,2014,14.285518292604028
WA,2015,15.802248984668815
WA,2016,19.057073092130214
WA,2017,20.914479926376735
WA,2018,19.974588015357938
WA,2019,20.86008111771384
WA,2020,27.015932229392384
WA,2021,31.207356131049018
WI,2003,8.264763504615544
WI,2004,8.695978656063645
WI,2005,9.363863701598547
WI,2006,10.699320073971947
WI,2007,11.089510045483912
WI,2008,11.128718691083987
WI,2009,11.220281884345127
WI,2010,11.561631578920347
WI,2011,12.372159181396606
WI,2012,12.349975511687564
WI,2013,13.012731015487594
WI,2014,13.828661097500714
WI,2015,15.29785107647902
WI,2016,18.436011452168508
WI,2017,20.209654571708608
WI,2018,19.27828064252626
WI,2019,20.12119698676523
WI,2020,26.043698029434285
WI,2021,29.890075569057387
WV,2003,19.760000169641255
WV,2004,20.78200062181038
WV,2005,22.376173903516193
WV,2006,25.561738700851027
WV,2007,26.483287502611706
WV,2008,26.55738169174215
WV,2009,26.746131017948613
WV,2010,27.521186557246377
WV,2011,29.4021199271574
WV,2012,29.305988607329635
WV,2013,30.833534994630057
WV,2014,32.710352697981
WV,2015,36.11797311070931
WV,2016,43.466624506424516
WV,2017,47.597725901171344
WV,2018,45.37247932894156
WV,2019,47.29644132004057
WV,2020,61.18010385336177
WV,2021,71.01407586079097
WY,2003,7.435890517684867
WY,2004,7.833347482528197
WY,2005,8.446323204468674
WY,2006,9.658921036415157
WY,2007,10.012009298585092
WY,2008,10.04152367091969
WY,2009,10.11143783195886
WY,2010,10.410387472839341
WY,2011,11.13532175232735
WY,2012,11.11441240521212
WY,2013,11.708885415811334
WY,2014,12.435364786859157
WY,2015,13.743925412908496
WY,2016,16.57461793113288
WY,2017,18.18434277694252
WY,2018,17.34941845268317
WY,2019,18.108878358828235
WY,2020,23.44764383699565
WY,2021,27.08697926961332
